StacksLocus	SymbioLocus	PercentIdent	Length	Mismatch	GapOpen	QStart	QEnd	Sstart	SEnd	Evalue	BitScore
CLocus_19311_Sample_34_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_34_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_34_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_34_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_35_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_35_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_35_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_35_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_35_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_35_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_36_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_36_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_36_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_36_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_36_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_36_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_37_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_37_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_37_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_37_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_37_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_37_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_38_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_38_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_38_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_38_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_38_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_38_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_39_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_39_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_39_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_39_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_39_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_39_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_40_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_40_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_40_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_40_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_40_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_40_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_41_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_41_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_41_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_41_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_41_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_41_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_49_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_49_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_49_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_49_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_49_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_49_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_50_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_50_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_50_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_50_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_50_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_50_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_51_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_51_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_51_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_51_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_51_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_51_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_42_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_42_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_42_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_42_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_42_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_42_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_43_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_43_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_43_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_43_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_43_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_43_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_44_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_44_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_44_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_44_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_44_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_44_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_45_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_45_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_45_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_45_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_45_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_45_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_46_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_46_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_46_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_46_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_46_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_46_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_47_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_47_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_47_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_47_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_47_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_47_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_52_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_52_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_52_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_52_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_52_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_52_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_53_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_53_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_53_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_53_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_53_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_53_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_54_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_54_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_54_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_54_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_54_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_54_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_55_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_55_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_55_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_55_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_55_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_55_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_56_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_56_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_56_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_56_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_56_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_56_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_57_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_57_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_57_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_57_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_57_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_57_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_58_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_58_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_58_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_58_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_58_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_58_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_59_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_59_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_59_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_59_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_59_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_59_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_60_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_60_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_60_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_60_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_60_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_60_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_61_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_61_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_61_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_61_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_61_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_61_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_63_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_63_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_63_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_63_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_63_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_63_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_64_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_64_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_64_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_64_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_64_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_64_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_65_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_65_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_65_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_65_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_65_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_65_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_66_Locus_19311_Allele_0	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_66_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
CLocus_19311_Sample_66_Locus_19311_Allele_0	Smic1_04-503SCI.03.scaffold15042	84	75	12	0	449	523	7233	7159	1.07e-09	73.1
CLocus_19311_Sample_66_Locus_19311_Allele_1	Smic2_CassKB8.scaffold5032	78.261	115	25	0	414	528	3508	3622	2.96e-10	75
CLocus_19311_Sample_66_Locus_19311_Allele_1	Smic1_04-503SCI.03.scaffold13640	76.692	133	31	0	414	546	8831	8699	2.96e-10	75
